CustomerID,Gender,Age,Annual_Income_k,Spending_Score,Purchase_Frequency_Year,Avg_Order_Value,Recency_Days,Return_Rate_Pct,Discount_Usage_Pct,Online_Order_Ratio,App_Sessions_Month,Years_As_Customer,Total_Annual_Spend,High_Value_Customer,Cluster_ID,Persona_Name,Persona_Tag,Tier,High_Value_Prediction,High_Value_Probability,Marketing_Strategy,Recommended_Channel
CUST_0095,Female,59,94,65,29,217.6,241,13.2,56.1,0.31,9,8.5,6310.4,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.035,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0096,Female,58,55,87,27,227.25,81,15.0,50.8,0.4,17,7.5,6135.75,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.995,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0097,Female,54,59,8,12,91.24,365,21.2,33.3,0.3,4,6.8,1094.88,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0098,Male,23,82,77,31,245.5,147,10.1,51.0,0.64,16,2.4,7610.5,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.998,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0099,Male,69,36,72,21,176.92,159,23.3,60.6,0.09,13,9.2,3715.32,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.002,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0100,Male,43,72,87,27,294.02,135,23.1,57.8,0.42,16,6.7,7938.54,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.994,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0101,Male,51,65,43,15,183.43,212,19.0,46.6,0.52,4,6.3,2751.45,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0102,Female,62,75,1,5,147.68,365,18.6,37.4,0.4,0,9.3,738.4,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0103,Male,23,69,51,21,223.93,240,14.9,45.4,0.5,14,1.5,4702.53,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.004,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0104,Female,54,150,24,19,275.79,312,18.2,14.6,0.36,8,8.8,5240.01,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.009,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0105,Female,50,45,99,28,228.66,139,20.4,62.6,0.57,15,7.2,6402.48,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.996,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0106,Male,70,48,24,7,93.55,349,15.2,53.3,0.12,3,10.4,654.85,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0107,Male,39,46,17,10,99.09,311,17.4,50.6,0.3,3,4.5,990.9,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0108,Female,38,47,5,5,70.45,365,18.3,29.9,0.34,8,4.7,352.25,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0109,Male,23,45,20,10,96.42,323,17.4,49.3,0.57,15,1.9,964.2,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0110,Male,23,103,21,16,229.28,323,11.6,27.5,0.37,15,4.0,3668.48,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.006,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0111,Male,65,114,58,17,265.96,229,19.5,50.7,0.47,12,9.0,4521.32,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.015,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0112,Male,21,47,31,9,106.39,334,18.0,51.7,0.44,14,2.8,957.51,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0113,Female,47,41,11,15,112.51,323,19.2,53.6,0.47,0,7.1,1687.65,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0114,Female,28,75,52,19,215.99,186,15.7,47.2,0.45,14,3.1,4103.81,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.004,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0115,Female,47,47,15,2,120.06,306,20.8,45.4,0.42,4,7.0,240.12,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0116,Female,48,80,83,24,210.67,176,18.6,64.1,0.19,18,7.0,5056.08,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.075,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0117,Female,41,66,7,16,155.03,348,23.2,47.8,0.62,0,6.1,2480.48,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0118,Male,26,31,28,9,84.53,279,21.4,53.0,0.41,11,3.2,760.77,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0119,Female,20,121,51,27,279.1,202,15.7,35.0,0.43,14,1.9,7535.7,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.992,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0120,Female,68,135,58,27,345.25,223,13.0,21.3,0.67,12,8.7,9321.75,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.919,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0121,Female,48,46,5,5,126.53,365,22.4,46.7,0.51,9,7.5,632.65,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0122,Female,57,51,5,9,71.28,361,17.7,42.0,0.52,0,8.2,641.52,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0123,Male,54,69,94,23,222.11,117,17.5,61.2,0.46,14,7.2,5108.53,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.474,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0124,Male,53,70,96,27,284.09,124,17.5,63.8,0.33,18,8.6,7670.43,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.996,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0125,Male,41,81,8,8,142.62,349,16.2,46.8,0.27,11,4.1,1140.96,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0126,Male,48,149,64,25,314.5,207,14.9,35.7,0.38,13,7.6,7862.5,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.885,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0127,Female,23,56,10,7,118.17,304,26.3,34.5,0.42,4,4.2,827.19,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0128,Female,19,42,38,17,123.74,274,14.9,34.4,0.45,11,3.3,2103.58,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0129,Male,37,32,96,29,213.21,107,16.2,58.8,0.25,20,5.8,6183.09,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.997,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0130,Female,45,43,92,32,210.82,161,24.6,72.8,0.46,18,5.7,6746.24,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.995,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0131,Male,28,59,81,27,231.13,162,17.0,71.0,0.78,16,2.7,6240.51,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.986,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0132,Male,21,135,95,39,332.39,147,14.2,40.4,0.66,19,3.2,12963.21,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.999,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0133,Male,32,48,8,7,119.38,336,23.0,32.6,0.5,4,3.5,835.66,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0134,Male,23,67,25,11,158.49,293,12.6,38.3,0.56,14,1.8,1743.39,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0135,Female,66,60,73,29,219.09,223,21.8,63.7,0.0,9,10.1,6353.61,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.041,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0136,Male,47,103,66,24,237.02,209,17.2,38.9,0.37,12,5.8,5688.48,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.005,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0137,Female,55,150,79,34,382.49,142,17.4,40.5,0.17,13,8.8,13004.66,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.998,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0138,Female,68,48,50,20,153.61,264,20.7,54.0,0.33,3,10.5,3072.2,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0139,Male,19,48,67,25,193.95,178,16.4,61.7,0.55,15,3.2,4848.75,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.014,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0140,Female,32,97,49,18,218.52,247,21.5,56.1,0.39,16,4.9,3933.36,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.002,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0141,Female,28,82,36,20,188.48,328,15.6,47.0,0.56,8,4.6,3769.6,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0142,Male,25,139,68,26,321.65,148,17.5,37.2,0.57,14,4.0,8362.9,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.983,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0143,Female,43,78,78,30,183.93,160,22.9,67.0,0.68,12,6.1,5517.9,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.051,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0144,Male,68,51,41,18,156.48,272,24.3,53.0,0.41,6,8.9,2816.64,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0145,Male,62,79,89,32,297.62,161,16.8,47.2,0.38,20,9.8,9523.84,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.999,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0146,Male,61,99,62,21,258.24,169,19.1,49.2,0.21,10,9.5,5423.04,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.047,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0147,Female,22,87,10,13,132.51,293,16.2,39.6,0.41,9,2.5,1722.63,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0148,Female,23,76,21,16,164.87,344,28.0,38.2,0.66,7,1.4,2637.92,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0149,Male,43,98,36,19,228.15,251,20.4,34.6,0.42,9,6.2,4334.85,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.001,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0150,Male,21,102,12,10,187.14,311,17.4,30.7,0.62,12,1.1,1871.4,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0151,Female,36,112,91,36,308.72,179,18.0,42.4,0.64,19,6.0,11113.92,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.999,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0152,Male,37,81,2,9,125.93,362,19.4,33.6,0.26,11,6.2,1133.37,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0153,Male,50,56,13,4,105.31,334,20.4,36.7,0.62,9,5.9,421.24,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0154,Female,37,64,53,17,196.05,224,17.4,52.8,0.63,12,5.4,3332.85,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0155,Female,66,104,32,16,181.71,247,15.5,39.1,0.01,5,8.0,2907.36,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.001,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0156,Male,29,42,95,33,205.06,143,18.5,65.8,0.89,25,4.3,6766.98,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.998,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0157,Female,64,71,16,15,168.88,336,13.6,40.3,0.38,4,8.4,2533.2,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0158,Female,18,51,32,18,164.02,288,21.7,47.0,0.53,16,2.5,2952.36,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0159,Male,43,61,32,15,116.59,280,15.3,57.7,0.53,15,5.4,1748.85,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0160,Female,31,107,98,37,290.67,106,12.7,49.7,0.38,20,2.9,10754.79,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.999,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0161,Male,55,66,11,6,116.64,364,18.2,51.0,0.47,5,7.3,699.84,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0162,Female,54,62,10,9,132.48,335,17.9,33.6,0.27,7,6.2,1192.32,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0163,Female,28,33,15,9,42.62,325,20.4,53.7,0.84,11,3.7,383.58,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0164,Female,53,84,17,9,156.63,337,15.4,32.2,0.41,7,5.9,1409.67,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0165,Male,30,81,40,19,178.29,269,16.2,38.9,0.63,8,3.9,3387.51,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0166,Female,60,150,18,23,283.52,365,18.3,20.3,0.24,2,9.5,6520.96,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.046,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0167,Male,20,53,55,21,135.26,172,21.3,48.8,0.71,14,3.3,2840.46,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0168,Male,50,67,73,28,218.39,187,20.6,49.3,0.41,17,7.9,6114.92,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.97,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0169,Male,23,68,25,6,138.15,280,18.4,53.0,0.36,7,4.0,828.9,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0170,Female,67,123,59,30,307.9,186,17.1,38.2,0.28,14,8.2,9237.0,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.997,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0171,Female,27,58,78,25,222.66,152,19.5,57.8,0.84,20,2.2,5566.5,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.942,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0172,Male,22,68,89,27,230.3,139,15.6,52.4,0.7,24,2.8,6218.1,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.996,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0173,Female,40,79,22,13,174.88,312,23.8,47.0,0.41,5,6.5,2273.44,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0174,Male,27,66,30,10,142.78,243,23.6,47.5,0.27,11,4.8,1427.8,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0175,Female,61,49,84,30,226.36,134,22.0,56.8,0.23,15,7.1,6790.8,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.997,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0176,Male,19,66,85,27,228.31,156,16.6,43.0,0.38,21,1.7,6164.37,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.997,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0177,Female,30,98,44,18,240.06,226,19.4,42.1,0.25,13,2.9,4321.08,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.003,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0178,Male,57,38,32,12,120.8,250,23.1,55.9,0.49,6,8.6,1449.6,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0179,Female,19,64,51,23,244.3,167,13.5,41.5,0.6,15,2.6,5618.9,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.146,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0180,Male,37,44,46,17,140.91,228,25.8,50.4,0.76,15,3.7,2395.47,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0181,Male,18,103,21,11,199.53,277,10.1,38.9,0.45,7,2.0,2194.83,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0182,Male,54,30,99,30,191.13,83,22.3,53.9,0.39,22,8.0,5733.9,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.986,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0183,Female,26,47,32,11,125.46,275,24.7,44.1,0.34,14,4.0,1380.06,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0184,Female,34,72,94,24,201.41,107,17.6,59.1,0.42,16,3.0,4833.84,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.033,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0185,Male,26,122,39,25,256.33,230,15.8,42.9,0.52,13,4.4,6408.25,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.548,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0186,Female,28,59,12,11,140.04,271,21.2,60.1,0.48,11,3.7,1540.44,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0187,Female,32,47,47,17,155.84,254,26.3,68.0,0.53,9,5.0,2649.28,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0188,Female,41,141,18,16,217.39,342,14.7,26.8,0.61,7,6.4,3478.24,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.001,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0189,Female,55,31,21,14,69.17,299,16.3,46.8,0.52,5,6.6,968.38,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0190,Male,52,22,13,16,15.0,324,18.1,58.4,0.29,3,5.9,240.0,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
